SalesOrderNumber,OrderDate,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount,ProductMetadata
SO1360,2024-07-24,Maria Long,luisreyes@hotmail.com,Gadget Y,10.0,44.7,3.58,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1361,2024-07-06,William Sexton,michelecollins@coleman.biz,Gadget X,10.0,38.94,3.12,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1362,2024-07-14,John White,savannah90@rios.com,Widget C,2.0,58.86,4.71,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1363,2024-12-25,Chad York,elizabeth40@chung.com,Widget C,5.0,21.37,1.71,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1364,2024-11-21,Laura Bryant,caleb02@pham.org,Gadget X,0.0,44.37,3.55,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1365,2025-02-19,Michelle Johnson,brian26@stewart.com,Gadget Y,5.0,29.96,2.4,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1366,2024-12-04,Renee Lee,,Widget B,3.0,32.33,2.59,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1367,2024-07-04,Eddie Vasquez,greenvalerie@yahoo.com,Widget C,,20.0,1.6,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1368,2025-04-01,Amanda Robertson,nbender@mckenzie.net,Gadget X,10.0,57.99,4.64,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1369,2024-05-17,John Rodriguez,jeremynorton@hotmail.com,Widget B,10.0,91.88,7.35,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1370,2025-04-26,Daniel Cole,,Widget A,0.0,20.05,1.6,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1371,2024-05-23,Derek Moore,jacobclark@washington-edwards.biz,Gadget Y,2.0,62.16,4.97,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1372,2024-06-19,Thomas Bishop,emonroe@yahoo.com,Widget B,3.0,89.05,7.12,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1373,2024-08-19,Deanna Mccoy,,Widget B,5.0,25.61,2.05,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1374,2025-03-10,Patrick French,knightjoseph@cook.biz,Gadget X,5.0,33.5,2.68,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1375,2024-11-07,Kevin Simmons,mark56@smith-oconnor.com,Gadget X,0.0,57.32,4.59,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1376,2025-03-29,Nathaniel Tran,caseyallison@johnson.com,Widget B,1.0,43.12,3.45,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1377,2024-12-13,Michael Clark,laurie87@valdez.com,Widget A,3.0,48.51,3.88,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1378,2025-02-11,Jesse Wilson,mosleycheyenne@yahoo.com,Widget A,10.0,26.28,2.1,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1379,2025-01-20,Christina Vega,kylemcguire@yahoo.com,Gadget X,2.0,56.72,4.54,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1380,2024-05-31,Richard Richards,brittanyward@yahoo.com,Widget A,5.0,70.53,5.64,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1381,2024-09-16,Victor Vasquez,dominic87@rodriguez-brown.net,Widget A,10.0,38.14,3.05,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1382,2025-03-11,Mark Thompson,,Widget C,5.0,77.16,6.17,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1383,2024-08-02,Michael Mason,heather43@gmail.com,Widget C,0.0,80.38,6.43,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1384,2025-01-24,Daniel Cortez,lori97@yahoo.com,Widget A,5.0,38.84,3.11,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1385,2025-03-17,Keith Harris DDS,,Widget B,3.0,14.27,1.14,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1386,2024-12-22,Richard Sanchez,chayes@thomas.com,Gadget Y,20.0,49.09,3.93,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1387,2024-09-11,Sarah Martinez,christopher51@vasquez.info,Widget A,3.0,54.28,4.34,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1388,2024-09-03,Amanda Moore,vdunn@stephenson.net,Widget C,20.0,17.47,1.4,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1389,2024-07-19,Kathryn Woodward,maymichael@gmail.com,Widget A,3.0,93.57,7.49,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1390,2024-08-05,Monica Malone,mercersamantha@hotmail.com,Gadget Y,2.0,44.14,3.53,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1391,2024-08-14,Deborah Morgan,deannascott@perkins.com,Gadget Y,2.0,84.95,6.8,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1392,2025-03-25,Krystal Harrison,allenjason@woods-hall.net,Gadget Y,5.0,19.63,1.57,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1393,2025-03-02,Tara Johnson,laurenrhodes@gmail.com,Gadget X,0.0,28.73,2.3,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1394,2024-07-31,Adrian Tran,lammary@romero.com,Widget C,10.0,50.65,4.05,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1395,2024-11-08,Luis Burton,james92@gmail.com,Widget A,2.0,21.46,1.72,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1396,2024-12-21,Jamie Crawford,stephanie04@hotmail.com,Gadget Y,5.0,48.62,3.89,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1397,2025-05-15,Jason Johnson,patriciachen@williams.com,Widget A,0.0,35.61,2.85,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1398,2025-03-01,Andrew Yates,seanvaldez@brown.com,Widget C,5.0,48.9,3.91,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1399,2025-04-09,Samuel Diaz,nicole68@myers-miller.com,Widget B,,89.94,7.2,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1400,2025-03-15,Jennifer Barron,gomezbrandi@hotmail.com,Widget A,1.0,25.86,2.07,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1401,2025-02-11,Lydia Perez,,Gadget Y,20.0,48.79,3.9,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1402,2024-09-26,Misty Oconnell,davenportpatricia@gmail.com,Gadget X,0.0,31.67,2.53,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1403,2024-09-06,Darius Ross,,Widget A,2.0,27.76,2.22,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1404,2024-09-30,Terry Jacobs,erika18@carter-long.biz,Widget B,2.0,97.94,7.84,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1405,2024-05-18,Norma Garcia,amanda71@clark.com,Gadget X,2.0,63.57,5.09,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1406,2024-11-02,Luis Cross,kelly19@hernandez.com,Widget B,3.0,15.76,1.26,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1407,2025-01-17,Christopher Mullins,benjamin41@hotmail.com,Widget C,1.0,61.34,4.91,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1408,2025-03-15,James Berger,jessica74@henderson-butler.net,Gadget Y,5.0,37.66,3.01,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1409,2024-06-24,Kenneth Spence,tracyjackson@carson.biz,Widget A,3.0,57.82,4.63,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1410,2024-08-20,Richard Carlson,austin85@gmail.com,Gadget Y,3.0,30.75,2.46,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1411,2024-11-21,Jennifer Snyder,tanderson@hotmail.com,Gadget Y,3.0,98.44,7.88,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1412,2024-12-18,Michael Perez DDS,vmiller@graham.info,Gadget Y,2.0,26.85,2.15,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1413,2024-06-07,Selena Rodriguez,,Gadget Y,2.0,11.59,0.93,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1414,2024-10-20,Brandi Baker,kimberlymiller@carroll-harper.com,Widget C,,21.8,1.74,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1415,2024-07-31,Adam Ortiz,,Gadget Y,5.0,80.76,6.46,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1416,2024-07-05,Jeffrey Mckinney,bcampbell@ward.net,Gadget X,0.0,81.44,6.52,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1417,2024-09-04,Mark Martinez,carolyn76@thompson-jones.com,Widget C,0.0,91.94,7.36,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1418,2025-01-25,Jennifer Santos,alexisbutler@hotmail.com,Widget B,3.0,76.19,6.1,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1419,2025-03-14,Michelle Mendoza,hallcindy@hotmail.com,Widget A,2.0,78.01,6.24,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1420,2024-11-19,Caitlin Velasquez,rangelbenjamin@cain-mcneil.com,Gadget X,2.0,57.7,4.62,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1421,2024-08-05,Samantha Allen,chughes@gmail.com,Widget A,0.0,77.75,6.22,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1422,2024-08-13,Andrea Williamson,jdelgado@baker-young.com,Widget A,0.0,83.71,6.7,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1423,2024-06-15,Jeremy Morrison,xmyers@hotmail.com,Widget B,1.0,32.26,2.58,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1424,2024-05-28,Marc Castaneda,jessica36@dickerson.biz,Widget B,10.0,85.96,6.88,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1425,2024-10-16,Stephanie Colon,jason28@gmail.com,Widget C,10.0,90.71,7.26,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1426,2024-10-06,Wendy Evans,iallen@williamson.com,Gadget Y,0.0,69.73,5.58,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1427,2024-08-19,Mark Ellis,chad17@watts.com,Widget A,10.0,21.25,1.7,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1428,2025-03-12,Jillian Yoder,aneal@hotmail.com,Gadget X,10.0,60.4,4.83,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1429,2024-11-17,Ashley Shaw,joannasmith@gmail.com,Widget A,20.0,30.82,2.47,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1430,2024-09-08,Richard Taylor,carolinestewart@west.com,Widget C,1.0,76.02,6.08,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1431,2024-07-10,William Love,madisonlyons@hotmail.com,Widget B,10.0,10.32,0.83,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1432,2025-03-12,Anthony Lawrence,yreed@gmail.com,Widget C,20.0,64.13,5.13,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1433,2025-04-06,Riley Perkins,shellyspears@vance-bates.biz,Gadget Y,1.0,99.61,7.97,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1434,2025-04-02,Kristine Whitney,lindsay26@guzman.com,Widget A,0.0,20.61,1.65,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1435,2024-11-30,Anthony Lee,colleenle@moore-johnson.com,Gadget Y,1.0,55.44,4.44,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1436,2024-07-29,Cheryl Mcdaniel,david75@hotmail.com,Gadget X,0.0,35.05,2.8,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1437,2024-08-09,Isaac Peters,stephengrant@mclaughlin.biz,Widget A,10.0,46.49,3.72,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1438,2024-11-02,Shirley Torres,maryedwards@pacheco.com,Widget B,5.0,36.81,2.94,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1439,2024-11-10,Alexis Gomez,caitlyn19@yahoo.com,Widget A,5.0,15.32,1.23,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1440,2024-09-22,Jared Vega,carlsonann@berry-parks.com,Widget A,10.0,81.44,6.52,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1441,2024-09-16,Lisa Mann,kathrynodonnell@yahoo.com,Gadget Y,10.0,80.24,6.42,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1442,2025-01-22,Benjamin Brown,wrightkimberly@gmail.com,Gadget Y,20.0,33.37,2.67,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1443,2024-07-18,Amber Watson,davisamanda@guzman.com,Widget B,10.0,77.03,6.16,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1444,2025-03-15,Christine Donaldson,tsanchez@chapman.com,Widget B,3.0,51.14,4.09,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1445,2024-05-20,Eric Collins,lmcguire@moore.com,Widget A,5.0,34.74,2.78,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1446,2025-02-18,Jamie Montoya,holmeshannah@reed-jones.biz,Widget C,0.0,73.52,5.88,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1447,2024-05-24,Amanda King,hollandjennifer@meyer-leblanc.net,Widget C,5.0,24.8,1.98,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1448,2024-05-23,Tanya Miller,brittanyarroyo@hotmail.com,Widget A,2.0,47.82,3.83,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1449,2024-06-25,Thomas Stephens,sparkscourtney@riley-jones.org,Gadget X,10.0,96.94,7.76,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1450,2024-12-18,Alexander Ferguson,jennifermoore@hernandez-mitchell.info,Widget B,0.0,32.01,2.56,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1451,2024-05-20,Rachel Walton,theodore72@jackson.org,Widget C,3.0,58.3,4.66,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1452,2025-01-18,Tabitha Fisher,wburton@hotmail.com,Widget A,5.0,12.41,0.99,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1453,2024-09-28,Lisa Bradford,,Gadget Y,3.0,61.33,4.91,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1454,2024-07-17,Marcus White,,Widget A,2.0,54.08,4.33,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1455,2024-12-13,Steve Moore,xortiz@gmail.com,Widget B,20.0,50.6,4.05,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1456,2024-06-25,Tamara Castro,kenneth35@hotmail.com,Gadget Y,20.0,90.45,7.24,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1457,2024-08-14,Roberta Powers,nhunt@hotmail.com,Widget A,,63.23,5.06,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1458,2024-10-26,Brett Carroll,obaker@yahoo.com,Widget A,2.0,25.32,2.03,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1459,2025-01-05,James Wall,herrerajeffrey@roberts-beck.info,Gadget X,20.0,57.2,4.58,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1460,2024-05-30,James Fitzpatrick,xfrench@shields.info,Widget C,0.0,50.4,4.03,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1461,2024-08-28,Maria Wallace,vwatts@gmail.com,Widget B,3.0,20.1,1.61,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1462,2025-04-19,Kyle Moreno,psimmons@conrad-griffith.com,Widget A,0.0,59.85,4.79,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1463,2024-06-11,Ricky Simpson,lopezdonna@sanchez-taylor.biz,Gadget Y,3.0,88.99,7.12,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1464,2024-12-12,Melinda Skinner,,Widget C,3.0,75.97,6.08,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1465,2024-07-02,Victoria Bailey,ikim@gmail.com,Gadget Y,2.0,59.21,4.74,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1466,2024-06-08,Christopher Johnson,njackson@bryant.com,Widget A,0.0,41.32,3.31,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1467,2025-02-24,Latoya Curtis,derekpayne@hotmail.com,Gadget X,3.0,72.83,5.83,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1468,2025-03-10,Jennifer Singleton,heather15@yahoo.com,Gadget Y,2.0,98.92,7.91,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1469,2024-09-17,Timothy Johnson,donaldryan@yahoo.com,Widget C,,43.44,3.48,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1470,2024-11-07,Jordan Martin,nsmith@gmail.com,Gadget X,3.0,54.36,4.35,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1471,2024-11-04,David Newman,,Widget B,2.0,64.95,5.2,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1472,2024-08-24,Mark Armstrong,sandovalseth@yahoo.com,Widget C,20.0,59.17,4.73,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1473,2024-06-22,James Parker,charlesknight@yahoo.com,Gadget X,5.0,75.71,6.06,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1474,2024-06-27,Stephanie Frost,rosetammy@price.com,Gadget X,0.0,64.34,5.15,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1475,2024-12-07,Sara Sparks,,Widget B,20.0,19.99,1.6,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1476,2024-11-03,Elizabeth Jones,,Widget B,20.0,74.68,5.97,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1477,2024-05-22,Xavier Bryant,taylorjeffrey@yahoo.com,Gadget Y,10.0,25.71,2.06,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1478,2024-05-25,Mark Davis,jennifer18@thomas-harrison.info,Widget B,2.0,75.48,6.04,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1479,2024-12-17,Michael Poole,taylor52@gmail.com,Gadget Y,3.0,15.0,1.2,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1480,2024-08-04,Melissa Walters,ugalloway@gmail.com,Gadget X,3.0,80.95,6.48,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1481,2025-05-15,Amanda Smith,ryan61@shields.org,Widget B,10.0,16.15,1.29,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1482,2024-09-18,Brady Schaefer,lukerice@yahoo.com,Widget C,10.0,12.79,1.02,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1483,2025-02-17,Aaron Gilbert,gsingleton@hotmail.com,Gadget Y,,88.45,7.08,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1484,2025-01-26,Laura Burton,millerkevin@hotmail.com,Widget B,20.0,51.93,4.15,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1485,2025-03-05,Scott Jackson,thomas54@gmail.com,Gadget Y,2.0,35.37,2.83,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1486,2024-07-09,Joel Taylor,denise67@yahoo.com,Widget A,20.0,63.66,5.09,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1487,2024-12-12,Yolanda Proctor,jennifer71@miller.info,Gadget X,10.0,36.38,2.91,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1488,2024-07-08,Sarah Dickerson,gary83@conrad-wright.org,Widget C,5.0,40.1,3.21,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1489,2025-02-07,Christopher Pena,coxamy@yahoo.com,Widget C,3.0,95.39,7.63,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1490,2025-02-18,Doris Prince,markgutierrez@lynch-baker.biz,Widget B,1.0,30.72,2.46,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1491,2025-02-12,Danielle Hopkins,kelly72@gmail.com,Gadget Y,20.0,87.67,7.01,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1492,2024-09-28,Michelle Carroll,jessica53@hotmail.com,Gadget Y,3.0,41.08,3.29,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1493,2025-01-22,Laura Christian,sanchezcynthia@gmail.com,Widget C,3.0,70.53,5.64,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1494,2025-03-23,Marissa Mcpherson,imartinez@yahoo.com,Widget A,1.0,14.18,1.13,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1495,2024-12-31,Kathleen Powell,dianamontgomery@garcia.net,Gadget X,1.0,13.17,1.05,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1496,2024-05-31,Ashley Velasquez,conleyjose@yahoo.com,Gadget Y,3.0,23.35,1.87,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1497,2024-07-11,Donna Neal,stephanie51@martinez.com,Gadget X,1.0,32.37,2.59,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1498,2024-10-03,Michelle Montgomery,muellertimothy@yahoo.com,Widget C,,46.32,3.71,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1499,2025-01-19,Michelle Peters,amanda35@bush.org,Widget A,,59.15,4.73,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1000,2024-10-20,Desiree Brown,tristan44@hoffman.com,Widget A,5.0,12.14,0.97,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1001,2025-04-01,Seth Brown,kari23@alvarado.com,Gadget X,3.0,98.09,7.85,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1002,2024-12-15,Dr. Sharon Wright,christopher45@baker-vasquez.net,Widget B,20.0,92.01,7.36,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1003,2024-08-04,Christopher Bailey,jay04@hart-carson.com,Gadget X,5.0,58.4,4.67,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1004,2025-05-12,Michelle Alvarez,englishbrandon@hotmail.com,Gadget X,20.0,66.61,5.33,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1005,2024-05-31,Becky Mccarthy,michellebenton@yahoo.com,Gadget Y,10.0,39.88,3.19,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1006,2024-08-13,Nancy Bishop,jeffreystevens@yahoo.com,Widget A,0.0,11.76,0.94,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1007,2025-01-21,Deborah Ford,jessicajones@yahoo.com,Gadget Y,,39.0,3.12,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1008,2025-05-15,Alicia White,andrea70@kerr.org,Widget C,0.0,46.54,3.72,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1009,2024-06-18,Beverly Andrade,webervalerie@ray.com,Widget A,,78.13,6.25,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1010,2024-07-29,Sara Hood,wendybrown@williams-garcia.info,Widget C,5.0,69.99,5.6,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1011,2024-12-14,Danielle Jordan,newmanjason@yahoo.com,Widget C,1.0,49.7,3.98,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1012,2025-01-11,Michelle Ortega,jill50@gmail.com,Gadget Y,10.0,74.28,5.94,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1013,2024-09-06,Joseph Dorsey,smithandrea@shepherd.com,Widget A,2.0,11.72,0.94,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1014,2025-03-20,Elizabeth Rush,pricerandall@thompson.org,Gadget Y,1.0,81.57,6.53,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1015,2025-04-04,Sherry Palmer,,Widget A,2.0,76.1,6.09,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1016,2025-04-28,Heidi Guerra,melindaallen@sanders.com,Widget C,3.0,11.33,0.91,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1017,2025-03-06,Lisa Cooper,fmcintosh@hotmail.com,Widget A,20.0,58.66,4.69,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1018,2024-09-20,Jason Griffin,,Gadget X,3.0,55.89,4.47,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1019,2025-04-26,Jennifer Luna,darrell64@brown.net,Gadget X,5.0,65.87,5.27,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1020,2024-12-09,Dawn Williams,taranguyen@walker.com,Gadget Y,0.0,27.04,2.16,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1021,2024-07-13,Suzanne Thomas,dmacdonald@thornton-hanson.net,Gadget Y,20.0,67.33,5.39,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1022,2025-03-20,Jessica Schultz,hmartinez@yahoo.com,Widget B,3.0,46.83,3.75,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1023,2025-03-07,Angela Johnson,eric46@kim-welch.com,Widget B,20.0,79.22,6.34,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1024,2025-05-05,Kristin Lee,jason31@davenport.com,Widget A,0.0,44.95,3.6,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1025,2024-10-18,Jose Davis,sandrahorton@walker.biz,Widget C,20.0,43.16,3.45,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1026,2024-08-27,Danielle Allen,samuel81@johnson-howard.info,Gadget Y,3.0,17.22,1.38,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1027,2025-05-13,Sharon Ware,,Widget C,1.0,61.72,4.94,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1028,2025-03-15,David West,tjames@hotmail.com,Widget C,3.0,82.53,6.6,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1029,2025-01-06,Natasha Allen,elizabethhall@marquez-owens.com,Widget A,1.0,37.6,3.01,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1030,2024-08-16,Shannon Copeland,,Widget C,,59.92,4.79,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1031,2025-01-19,Donald Conley,keith53@reynolds.net,Gadget X,3.0,33.97,2.72,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1032,2024-07-23,April Hobbs,josejacobson@bennett.com,Widget C,20.0,11.96,0.96,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1033,2025-02-23,Anthony Martinez,tsmith@simpson.com,Gadget Y,0.0,87.72,7.02,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1034,2024-12-24,Mark Donovan,fphelps@hernandez-reilly.org,Widget B,0.0,89.56,7.16,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1035,2024-09-20,Ashley Dean,amiles@robinson.com,Gadget X,3.0,97.02,7.76,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1036,2025-01-19,Kyle Lee,reeseelizabeth@macias.biz,Gadget X,0.0,99.59,7.97,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1037,2024-10-15,Autumn Wright,theresahancock@gmail.com,Gadget X,5.0,85.73,6.86,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1038,2024-07-29,Mr. Nicholas Montes,alexandrathomas@hotmail.com,Widget A,20.0,31.77,2.54,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1039,2025-03-06,Christopher Mason,dmathis@coffey.com,Widget A,10.0,68.1,5.45,"{""color"": ""green"", ""warranty"": ""2 years""}"
